Match Number,Round Number,Date,Location,Home Team,Away Team,Result
35,6,21/12/2019 15:00,Ricoh Arena,Wasps,Harlequins,22 - 28
36,6,22/12/2019 15:00,Madejski Stadium,London Irish,Bath Rugby,10 - 38
37,7,27/12/2019 19:45,Ashton Gate,Bristol Bears,Wasps,21 - 26
38,7,28/12/2019 14:00,Franklin's Gardens,Northampton Saints,Gloucester Rugby,33 - 26
39,7,28/12/2019 15:00,Recreation Ground,Bath Rugby,Sale Sharks,16 - 14
40,7,28/12/2019 15:00,Sixways,Worcester Warriors,London Irish,20 - 6
41,7,28/12/2019 16:30,Twickenham Stadium,Harlequins,Leicester Tigers,30 - 30
42,7,29/12/2019 15:00,Sandy Park,Exeter Chiefs,Saracens,14 - 7
43,8,03/01/2020 19:45,AJ Bell Stadium,Sale Sharks,Harlequins,48 - 10
45,8,04/01/2020 13:00,Welford Road,Leicester Tigers,Bristol Bears,31 - 18
44,8,04/01/2020 15:00,Kingsholm,Gloucester Rugby,Bath Rugby,29 - 15
46,8,04/01/2020 15:00,Allianz Park,Saracens,Worcester Warriors,62 - 5
47,8,05/01/2020 14:30,Madejski Stadium,London Irish,Exeter Chiefs,28 - 45
48,8,05/01/2020 15:00,Ricoh Arena,Wasps,Northampton Saints,31 - 35
53,9,24/01/2020 19:45,Franklin's Gardens,Northampton Saints,London Irish,16 - 20
49,9,25/01/2020 15:00,Recreation Ground,Bath Rugby,Leicester Tigers,13 - 10
50,9,25/01/2020 15:00,Ashton Gate,Bristol Bears,Gloucester Rugby,34 - 16
51,9,25/01/2020 15:00,Sandy Park,Exeter Chiefs,Sale Sharks,19 - 22
54,9,25/01/2020 15:00,Sixways,Worcester Warriors,Wasps,26 - 30
52,9,26/01/2020 15:00,Twickenham Stoop,Harlequins,Saracens,41 - 14
55,10,14/02/2020 19:45,Kingsholm,Gloucester Rugby,Exeter Chiefs,15 - 26
56,10,15/02/2020 15:00,Twickenham Stoop,Harlequins,London Irish,15 - 29
57,10,15/02/2020 15:00,Welford Road,Leicester Tigers,Wasps,18 - 9
59,10,15/02/2020 15:00,Allianz Park,Saracens,Sale Sharks,36 - 22
60,10,15/02/2020 15:00,Sixways,Worcester Warriors,Bath Rugby,21 - 22
58,10,16/02/2020 15:00,Franklin's Gardens,Northampton Saints,Bristol Bears,14 - 20
65,11,21/02/2020 19:45,AJ Bell Stadium,Sale Sharks,Leicester Tigers,36 - 3
66,11,21/02/2020 19:45,Ricoh Arena,Wasps,Saracens,60 - 10
61,11,22/02/2020 15:00,Recreation Ground,Bath Rugby,Harlequins,19 - 12
64,11,22/02/2020 15:00,Madejski Stadium,London Irish,Gloucester Rugby,24 - 20
62,11,23/02/2020 15:00,Ashton Gate,Bristol Bears,Worcester Warriors,13 - 10
63,11,23/02/2020 15:00,Sandy Park,Exeter Chiefs,Northampton Saints,57 - 7
68,12,28/02/2020 19:45,Kingsholm,Gloucester Rugby,Sale Sharks,17 - 23
69,12,29/02/2020 15:00,Twickenham Stoop,Harlequins,Exeter Chiefs,34 - 30
70,12,29/02/2020 15:00,Welford Road,Leicester Tigers,Worcester Warriors,14 - 8
72,12,29/02/2020 15:00,Franklin's Gardens,Northampton Saints,Saracens,21 - 27
71,12,01/03/2020 14:30,Madejski Stadium,London Irish,Wasps,26 - 36
67,12,01/03/2020 15:00,Recreation Ground,Bath Rugby,Bristol Bears,13 - 19
78,13,06/03/2020 19:45,Sixways,Worcester Warriors,Northampton Saints,10 - 16
75,13,06/03/2020 20:00,AJ Bell Stadium,Sale Sharks,London Irish,39 - 0
76,13,07/03/2020 13:00,Allianz Park,Saracens,Leicester Tigers,24 - 13
74,13,07/03/2020 14:30,Sandy Park,Exeter Chiefs,Bath Rugby,57 - 20
77,13,07/03/2020 14:30,Ricoh Arena,Wasps,Gloucester Rugby,39 - 22
73,13,08/03/2020 13:00,Ashton Gate,Bristol Bears,Harlequins,28 - 15
82,14,14/08/2020 19:45,Twickenham Stoop,Harlequins,Sale Sharks,16 - 10
84,14,15/08/2020 12:30,Sixways,Worcester Warriors,Gloucester Rugby,15 - 44
81,14,15/08/2020 14:00,Sandy Park,Exeter Chiefs,Leicester Tigers,26 - 13
79,14,15/08/2020 15:00,Recreation Ground,Bath Rugby,London Irish,34 - 17
80,14,15/08/2020 15:00,Ashton Gate,Bristol Bears,Saracens,16 - 12
83,14,16/08/2020 15:00,Franklin's Gardens,Northampton Saints,Wasps,21 - 34
88,15,21/08/2020 18:00,AJ Bell Stadium,Sale Sharks,Exeter Chiefs,22 - 32
85,15,21/08/2020 19:45,Kingsholm,Gloucester Rugby,Bristol Bears,24 - 33
90,15,21/08/2020 19:45,Ricoh Arena,Wasps,Worcester Warriors,32 - 17
89,15,22/08/2020 12:30,Allianz Park,Saracens,Harlequins,38 - 24
87,15,22/08/2020 14:00,Twickenham Stoop,London Irish,Northampton Saints,3 - 27
86,15,22/08/2020 16:30,Welford Road,Leicester Tigers,Bath Rugby,16 - 38
95,16,25/08/2020 17:30,Ricoh Arena,Wasps,Sale Sharks,11 - 20
91,16,25/08/2020 19:45,Ashton Gate,Bristol Bears,Exeter Chiefs,22 - 25
92,16,26/08/2020 18:00,Welford Road,Leicester Tigers,London Irish,13 - 7
93,16,26/08/2020 18:00,Franklin's Gardens,Northampton Saints,Bath Rugby,3 - 18
94,16,26/08/2020 18:00,Allianz Park,Saracens,Gloucester Rugby,36 - 20
96,16,26/08/2020 18:00,Sixways,Worcester Warriors,Harlequins,29 - 14
101,17,29/08/2020 15:00,AJ Bell Stadium,Sale Sharks,Bristol Bears,40 - 7
99,17,30/08/2020 14:00,Twickenham Stoop,Harlequins,Northampton Saints,30 - 17
97,17,30/08/2020 15:00,Sandy Park,Exeter Chiefs,Worcester Warriors,59 - 7
98,17,30/08/2020 16:30,Kingsholm,Gloucester Rugby,Leicester Tigers,46 - 30
100,17,31/08/2020 15:00,Twickenham Stoop,London Irish,Saracens,12 - 40
102,17,31/08/2020 15:00,Recreation Ground,Bath Rugby,Wasps,23 - 27
108,18,04/09/2020 18:00,Sixways,Worcester Warriors,Bristol Bears,13 - 36
106,18,04/09/2020 19:45,Franklin's Gardens,Northampton Saints,Exeter Chiefs,19 - 22
107,18,05/09/2020 12:30,Allianz Park,Saracens,Wasps,18 - 28
104,18,05/09/2020 14:00,Twickenham Stoop,Harlequins,Bath Rugby,27 - 41
105,18,05/09/2020 15:00,Welford Road,Leicester Tigers,Sale Sharks,31 - 40
103,18,05/09/2020 16:30,Kingsholm,Gloucester Rugby,London Irish,36 - 23
110,19,08/09/2020 15:00,Ashton Gate,Bristol Bears,Northampton Saints,47 - 10
111,19,09/09/2020 17:30,Sandy Park,Exeter Chiefs,Gloucester Rugby,35 - 22
114,19,09/09/2020 17:30,Ricoh Arena,Wasps,Leicester Tigers,54 - 7
113,19,09/09/2020 18:00,AJ Bell Stadium,Sale Sharks,Saracens,24 - 17
109,19,09/09/2020 19:45,Recreation Ground,Bath Rugby,Worcester Warriors,40 - 15
112,19,09/09/2020 19:45,Twickenham Stoop,London Irish,Harlequins,15 - 38
120,20,13/09/2020 12:00,Ricoh Arena,Wasps,Bristol Bears,59 - 35
116,20,13/09/2020 14:00,Welford Road,Leicester Tigers,Northampton Saints,28 - 24
117,20,13/09/2020 15:00,Twickenham Stoop,London Irish,Worcester Warriors,25 - 40
118,20,13/09/2020 15:00,AJ Bell Stadium,Sale Sharks,Bath Rugby,22 - 37
119,20,13/09/2020 16:30,Allianz Park,Saracens,Exeter Chiefs,40 - 17
115,20,14/09/2020 19:45,Kingsholm,Gloucester Rugby,Harlequins,15 - 28
121,21,22/09/2020 17:30,Recreation Ground,Bath Rugby,Gloucester Rugby,31 - 20
124,21,28/09/2020 19:45,Twickenham Stoop,Harlequins,Wasps,23 - 32
125,21,29/09/2020 17:30,Franklin's Gardens,Northampton Saints,Sale Sharks,14 - 34
122,21,30/09/2020 17:30,Ashton Gate,Bristol Bears,Leicester Tigers,40 - 3
123,21,30/09/2020 17:30,Sandy Park,Exeter Chiefs,London Irish,19 - 22
126,21,30/09/2020 17:30,Sixways,Worcester Warriors,Saracens,40 - 27
127,22,04/10/2020 15:00,Kingsholm,Gloucester Rugby,Northampton Saints,20 - 0
128,22,04/10/2020 15:00,Welford Road,Leicester Tigers,Harlequins,26 - 32
129,22,04/10/2020 15:00,Twickenham Stoop,London Irish,Bristol Bears,7 - 36
131,22,04/10/2020 15:00,Allianz Park,Saracens,Bath Rugby,17 - 17
132,22,04/10/2020 15:00,Ricoh Arena,Wasps,Exeter Chiefs,46 - 5
130,22,07/10/2020 19:45,AJ Bell Stadium,Sale Sharks,Worcester Warriors,0 - 20
133,Semi Finals,10/10/2020 13:30,Ricoh Arena,Wasps,Bristol Bears,47 - 24
134,Semi Finals,10/10/2020 16:30,Sandy Park,Exeter Chiefs,Bath Rugby,35 - 6
135,Final,24/10/2020 18:00,Twickenham Stadium,Exeter Chiefs,Wasps,19 - 13
