Match Number,Round Number,Date,Location,Home Team,Away Team,Result
116,20,12/03/2022 15:00,Mattioli Woods Welford Road,Leicester Tigers,London Irish,
117,20,12/03/2022 15:00,Kingston Park,Newcastle Falcons,Saracens,
118,20,12/03/2022 15:00,Franklin's Gardens,Northampton Saints,Wasps,
119,20,12/03/2022 15:00,AJ Bell Stadium,Sale Sharks,Gloucester Rugby,
120,20,12/03/2022 15:00,Sixways,Worcester Warriors,Exeter Chiefs,
121,21,26/03/2022 15:00,Recreation Ground,Bath Rugby,Sale Sharks,
122,21,26/03/2022 15:00,Sandy Park,Exeter Chiefs,Leicester Tigers,
123,21,26/03/2022 15:00,Kingsholm,Gloucester Rugby,Worcester Warriors,
124,21,26/03/2022 15:00,Community Stadium,London Irish,Northampton Saints,
125,21,26/03/2022 15:00,Tottenham Hotspur Stadium,Saracens,Bristol Bears,
126,21,26/03/2022 15:00,Coventry Building Society Arena,Wasps,Newcastle Falcons,
127,22,02/04/2022 15:00,Sandy Park,Exeter Chiefs,Bath Rugby,
128,22,02/04/2022 15:00,Kingsholm,Gloucester Rugby,Wasps,
129,22,02/04/2022 15:00,Community Stadium,London Irish,Harlequins,
130,22,02/04/2022 15:00,Franklin's Gardens,Northampton Saints,Bristol Bears,
131,22,02/04/2022 15:00,AJ Bell Stadium,Sale Sharks,Saracens,
132,22,02/04/2022 15:00,Sixways,Worcester Warriors,Newcastle Falcons,
133,23,23/04/2022 15:00,Recreation Ground,Bath Rugby,Northampton Saints,
134,23,23/04/2022 15:00,Ashton Gate,Bristol Bears,Gloucester Rugby,
135,23,23/04/2022 15:00,Twickenham Stoop,Harlequins,Leicester Tigers,
136,23,23/04/2022 15:00,Kingston Park,Newcastle Falcons,London Irish,
137,23,23/04/2022 15:00,StoneX Stadium,Saracens,Exeter Chiefs,
138,23,23/04/2022 15:00,Coventry Building Society Arena,Wasps,Worcester Warriors,
139,24,30/04/2022 15:00,Kingsholm,Gloucester Rugby,Bath Rugby,
140,24,30/04/2022 15:00,Mattioli Woods Welford Road,Leicester Tigers,Bristol Bears,
141,24,30/04/2022 15:00,Community Stadium,London Irish,Wasps,
142,24,30/04/2022 15:00,Franklin's Gardens,Northampton Saints,Harlequins,
143,24,30/04/2022 15:00,AJ Bell Stadium,Sale Sharks,Newcastle Falcons,
144,24,30/04/2022 15:00,Sixways,Worcester Warriors,Saracens,
145,25,21/05/2022 15:00,Recreation Ground,Bath Rugby,London Irish,
146,25,21/05/2022 15:00,Ashton Gate,Bristol Bears,Exeter Chiefs,
147,25,21/05/2022 15:00,Twickenham Stoop,Harlequins,Gloucester Rugby,
148,25,21/05/2022 15:00,Kingston Park,Newcastle Falcons,Leicester Tigers,
149,25,21/05/2022 15:00,StoneX Stadium,Saracens,Northampton Saints,
150,25,21/05/2022 15:00,Coventry Building Society Arena,Wasps,Sale Sharks,
151,26,04/06/2022 15:00,Sandy Park,Exeter Chiefs,Harlequins,
152,26,04/06/2022 15:00,Kingsholm,Gloucester Rugby,Saracens,
153,26,04/06/2022 15:00,Mattioli Woods Welford Road,Leicester Tigers,Wasps,
154,26,04/06/2022 15:00,Franklin's Gardens,Northampton Saints,Newcastle Falcons,
155,26,04/06/2022 15:00,AJ Bell Stadium,Sale Sharks,Bristol Bears,
156,26,04/06/2022 15:00,Sixways,Worcester Warriors,Bath Rugby,
157,Semi Finals,11/06/2022 15:00,TBA,To be announced,To be announced,
158,Final,18/06/2022 15:00,Twickenham Stadium,To be announced,To be announced,
