Round Number,Date,Location,Home Team,Away Team,Result
12,30/12/2017 16:00,Twickenham Stadium,Harlequins,Northampton Saints,50 - 21
12,31/12/2017 15:00,Sandy Park,Exeter Chiefs,Leicester Tigers,30 - 6
13,05/01/2018 19:45,Sixways,Worcester Warriors,Bath Rugby,25 - 46
13,06/01/2018 15:00,Welford Road,Leicester Tigers,London Irish,19 - 15
13,06/01/2018 15:00,Franklin's Gardens,Northampton Saints,Gloucester Rugby,22 - 19
13,06/01/2018 15:00,AJ Bell Stadium,Sale Sharks,Harlequins,30 - 29
13,07/01/2018 15:00,Kingston Park,Newcastle Falcons,Exeter Chiefs,28 - 20
13,07/01/2018 15:00,Ricoh Arena,Wasps,Saracens,15 - 38
14,09/02/2018 19:45,Recreation Ground,Bath Rugby,Northampton Saints,32 - 9
14,10/02/2018 14:00,Sandy Park,Exeter Chiefs,Worcester Warriors,5 - 6
14,10/02/2018 14:30,Kingsholm,Gloucester Rugby,Leicester Tigers,24 - 17
14,10/02/2018 14:30,Allianz Park,Saracens,Newcastle Falcons,25 - 3
14,10/02/2018 15:00,Madejski Stadium,London Irish,Sale Sharks,9 - 13
14,11/02/2018 13:00,Twickenham Stoop,Harlequins,Wasps,22 - 44
15,16/02/2018 19:45,Kingston Park,Newcastle Falcons,Bath Rugby,29 - 12
15,16/02/2018 19:45,AJ Bell Stadium,Sale Sharks,Saracens,3 - 13
15,17/02/2018 15:00,Welford Road,Leicester Tigers,Harlequins,33 - 18
15,17/02/2018 15:00,Franklin's Gardens,Northampton Saints,London Irish,25 - 17
15,17/02/2018 15:00,Sixways,Worcester Warriors,Gloucester Rugby,25 - 15
15,18/02/2018 15:00,Ricoh Arena,Wasps,Exeter Chiefs,13 - 7
16,24/02/2018 14:00,Sandy Park,Exeter Chiefs,Northampton Saints,31 - 30
16,24/02/2018 14:30,Recreation Ground,Bath Rugby,Sale Sharks,33 - 32
16,24/02/2018 14:30,Kingsholm,Gloucester Rugby,Wasps,25 - 25
16,24/02/2018 14:30,Twickenham Stoop,Harlequins,Newcastle Falcons,10 - 28
16,25/02/2018 13:00,Madejski Stadium,London Irish,Worcester Warriors,22 - 9
16,25/02/2018 15:30,Allianz Park,Saracens,Leicester Tigers,20 - 28
17,03/03/2018 15:00,Kingsholm,Gloucester Rugby,Newcastle Falcons,20 - 21
17,03/03/2018 15:00,Franklin's Gardens,Northampton Saints,Sale Sharks,25 - 34
17,04/03/2018 15:00,Sandy Park,Exeter Chiefs,Saracens,24 - 12
17,04/03/2018 15:00,Twickenham Stoop,Harlequins,Bath Rugby,20 - 5
17,04/03/2018 15:00,Ricoh Arena,Wasps,London Irish,24 - 16
17,04/03/2018 15:00,Sixways,Worcester Warriors,Leicester Tigers,5 - 34
18,23/03/2018 19:45,Recreation Ground,Bath Rugby,Exeter Chiefs,18 - 20
18,24/03/2018 15:00,Madejski Stadium,London Irish,Gloucester Rugby,29 - 33
18,24/03/2018 15:00,AJ Bell Stadium,Sale Sharks,Worcester Warriors,58 - 25
18,24/03/2018 15:00,London (Olympic) Stadium,Saracens,Harlequins,24 - 11
18,24/03/2018 17:30,St James' Park,Newcastle Falcons,Northampton Saints,25 - 22
18,25/03/2018 15:00,Welford Road,Leicester Tigers,Wasps,16 - 15
19,06/04/2018 19:45,AJ Bell Stadium,Sale Sharks,Wasps,28 - 27
19,07/04/2018 14:00,Recreation Ground,Bath Rugby,Leicester Tigers,19 - 34
19,07/04/2018 14:00,Franklin's Gardens,Northampton Saints,Saracens,13 - 63
19,07/04/2018 15:00,Twickenham Stoop,Harlequins,London Irish,5 - 35
19,07/04/2018 15:00,Sixways,Worcester Warriors,Newcastle Falcons,27 - 13
19,08/04/2018 15:00,Sandy Park,Exeter Chiefs,Gloucester Rugby,46 - 10
20,13/04/2018 19:45,Kingston Park,Newcastle Falcons,Sale Sharks,35 - 30
20,14/04/2018 15:00,Kingsholm,Gloucester Rugby,Harlequins,37 - 9
20,14/04/2018 15:00,Welford Road,Leicester Tigers,Northampton Saints,21 - 27
20,14/04/2018 15:00,Ricoh Arena,Wasps,Worcester Warriors,30 - 15
20,15/04/2018 15:00,Madejski Stadium,London Irish,Exeter Chiefs,5 - 45
20,15/04/2018 15:00,Allianz Park,Saracens,Bath Rugby,41 - 6
21,27/04/2018 19:45,Welford Road,Leicester Tigers,Newcastle Falcons,23 - 25
21,28/04/2018 15:00,Sandy Park,Exeter Chiefs,Sale Sharks,34 - 19
21,28/04/2018 15:00,Kingsholm,Gloucester Rugby,Bath Rugby,20 - 43
21,28/04/2018 15:00,Sixways,Worcester Warriors,Harlequins,44 - 13
21,29/04/2018 15:00,Madejski Stadium,London Irish,Saracens,14 - 51
21,29/04/2018 15:00,Ricoh Arena,Wasps,Northampton Saints,36 - 29
22,05/05/2018 16:00,Recreation Ground,Bath Rugby,London Irish,63 - 19
22,05/05/2018 16:00,Twickenham Stoop,Harlequins,Exeter Chiefs,17 - 41
22,05/05/2018 16:00,Kingston Park,Newcastle Falcons,Wasps,22 - 39
22,05/05/2018 16:00,Franklin's Gardens,Northampton Saints,Worcester Warriors,32 - 24
22,05/05/2018 16:00,AJ Bell Stadium,Sale Sharks,Leicester Tigers,13 - 35
22,05/05/2018 16:00,Allianz Park,Saracens,Gloucester Rugby,62 - 12
