Match Number,Round Number,Date,Location,Home Team,Away Team,Result
14,4,07/06/2020 16:05,Campbelltown Stadium,Raiders,Knights,18 - 34
15,4,07/06/2020 18:30,Suncorp Stadium,Titans,Wests Tigers,28 - 23
16,4,08/06/2020 16:05,Bankwest Stadium,Bulldogs,Dragons,22 - 2
1,5,11/06/2020 19:50,Central Coast Stadium,Sea Eagles,Broncos,20 - 18
2,5,12/06/2020 18:00,Central Coast Stadium,Warriors,Cowboys,37 - 26
3,5,12/06/2020 19:55,Bankwest Stadium,Eels,Panthers,16 - 10
4,5,13/06/2020 15:00,Bankwest Stadium,Rabbitohs,Titans,32 - 12
5,5,13/06/2020 17:30,Central Coast Stadium,Knights,Storm,12 - 26
6,5,13/06/2020 19:35,Campbelltown Stadium,Wests Tigers,Raiders,6 - 14
8,5,14/06/2020 16:05,Campbelltown Stadium,Dragons,Sharks,30 - 16
7,5,15/06/2020 19:00,Bankwest Stadium,Bulldogs,Roosters,6 - 42
9,6,18/06/2020 19:50,Central Coast Stadium,Knights,Broncos,27 - 6
10,6,19/06/2020 18:00,Bankwest Stadium,Rabbitohs,Warriors,40 - 12
11,6,19/06/2020 19:55,Campbelltown Stadium,Panthers,Storm,21 - 14
12,6,20/06/2020 15:00,Suncorp Stadium,Titans,Dragons,8 - 20
13,6,20/06/2020 17:30,Campbelltown Stadium,Wests Tigers,Cowboys,36 - 20
14,6,20/06/2020 19:35,Bankwest Stadium,Roosters,Eels,24 - 10
15,6,21/06/2020 16:05,Campbelltown Stadium,Raiders,Sea Eagles,6 - 14
16,6,21/06/2020 18:30,Bankwest Stadium,Sharks,Bulldogs,20 - 18
17,7,25/06/2020 19:50,Netstrata Jubilee Stadium,Panthers,Rabbitohs,20 - 12
18,7,26/06/2020 18:00,Netstrata Jubilee Stadium,Storm,Warriors,50 - 6
19,7,26/06/2020 19:55,Bankwest Stadium,Roosters,Dragons,26 - 12
20,7,27/06/2020 15:00,Queensland Country Bank Stadium,Cowboys,Knights,32 - 20
21,7,27/06/2020 17:30,Suncorp Stadium,Broncos,Titans,12 - 30
22,7,27/06/2020 19:35,Bankwest Stadium,Eels,Raiders,25 - 24
23,7,28/06/2020 16:05,Central Coast Stadium,Sea Eagles,Sharks,22 - 40
24,7,28/06/2020 18:30,Bankwest Stadium,Bulldogs,Wests Tigers,6 - 34
25,8,02/07/2020 19:50,Suncorp Stadium,Storm,Roosters,27 - 25
26,8,03/07/2020 18:00,GIO Stadium,Raiders,Dragons,22 - 16
27,8,03/07/2020 19:55,Bankwest Stadium,Eels,Cowboys,42 - 4
28,8,04/07/2020 15:00,Cbus Super Stadium,Titans,Sharks,10 - 40
29,8,04/07/2020 17:30,Central Coast Stadium,Warriors,Broncos,26 - 16
30,8,04/07/2020 19:35,Bankwest Stadium,Wests Tigers,Panthers,12 - 19
31,8,05/07/2020 16:05,Lottoland,Sea Eagles,Knights,12 - 14
32,8,05/07/2020 18:30,Bankwest Stadium,Bulldogs,Rabbitohs,10 - 26
33,9,09/07/2020 19:50,Queensland Country Bank Stadium,Cowboys,Roosters,16 - 42
34,9,10/07/2020 18:00,Cbus Super Stadium,Titans,Warriors,16 - 12
35,9,10/07/2020 19:55,Bankwest Stadium,Rabbitohs,Wests Tigers,18 - 10
36,9,11/07/2020 15:00,Netstrata Jubilee Stadium,Sharks,Panthers,24 - 56
37,9,11/07/2020 17:30,Suncorp Stadium,Broncos,Bulldogs,26 - 8
38,9,11/07/2020 19:35,GIO Stadium,Raiders,Storm,14 - 20
39,9,12/07/2020 16:05,McDonald Jones Stadium,Knights,Eels,4 - 10
40,9,12/07/2020 18:30,Netstrata Jubilee Stadium,Dragons,Sea Eagles,34 - 4
41,10,16/07/2020 19:50,Sydney Cricket Ground,Roosters,Raiders,20 - 24
42,10,17/07/2020 18:00,Sunshine Coast Stadium,Storm,Titans,42 - 6
43,10,17/07/2020 19:55,Leichhardt Oval,Wests Tigers,Broncos,48 - 0
44,10,18/07/2020 15:00,WIN Stadium,Dragons,Bulldogs,28 - 22
45,10,18/07/2020 17:30,Bankwest Stadium,Rabbitohs,Knights,18 - 20
46,10,18/07/2020 19:35,Lottoland,Sea Eagles,Eels,22 - 18
47,10,19/07/2020 14:00,Central Coast Stadium,Warriors,Sharks,10 - 46
48,10,19/07/2020 16:05,Panthers Stadium,Panthers,Cowboys,22 - 10
49,11,23/07/2020 19:50,Bankwest Stadium,Eels,Wests Tigers,26 - 16
50,11,24/07/2020 18:00,Queensland Country Bank Stadium,Cowboys,Sea Eagles,12 - 24
51,11,24/07/2020 19:55,Suncorp Stadium,Broncos,Storm,8 - 46
52,11,25/07/2020 15:00,Central Coast Stadium,Warriors,Roosters,10 - 18
53,11,25/07/2020 17:30,Netstrata Jubilee Stadium,Sharks,Dragons,28 - 24
54,11,25/07/2020 19:35,GIO Stadium,Raiders,Rabbitohs,18 - 12
55,11,26/07/2020 14:00,McDonald Jones Stadium,Knights,Bulldogs,12 - 18
56,11,26/07/2020 16:05,Cbus Super Stadium,Titans,Panthers,14 - 22
57,12,30/07/2020 19:50,Netstrata Jubilee Stadium,Dragons,Rabbitohs,24 - 32
58,12,31/07/2020 18:00,Sydney Cricket Ground,Wests Tigers,Warriors,20 - 26
59,12,31/07/2020 19:55,Suncorp Stadium,Broncos,Sharks,26 - 36
60,12,01/08/2020 15:00,Sydney Cricket Ground,Roosters,Titans,18 - 12
61,12,01/08/2020 17:30,Queensland Country Bank Stadium,Cowboys,Raiders,12 - 14
62,12,01/08/2020 19:35,Lottoland,Sea Eagles,Panthers,12 - 42
63,12,02/08/2020 14:00,ANZ Stadium,Bulldogs,Eels,16 - 18
64,12,02/08/2020 16:05,Sunshine Coast Stadium,Storm,Knights,26 - 16
65,13,06/08/2020 19:50,WIN Stadium,Dragons,Roosters,16 - 24
66,13,07/08/2020 18:00,Lottoland,Sea Eagles,Warriors,22 - 26
67,13,07/08/2020 19:55,ANZ Stadium,Rabbitohs,Broncos,28 - 10
68,13,08/08/2020 15:00,Sunshine Coast Stadium,Storm,Bulldogs,41 - 10
69,13,08/08/2020 17:30,McDonald Jones Stadium,Knights,Wests Tigers,44 - 4
70,13,08/08/2020 19:35,Panthers Stadium,Panthers,Raiders,28 - 12
71,13,09/08/2020 14:00,Cbus Super Stadium,Titans,Cowboys,30 - 10
72,13,09/08/2020 16:05,Netstrata Jubilee Stadium,Sharks,Eels,12 - 14
73,14,13/08/2020 19:50,Sydney Cricket Ground,Roosters,Storm,6 - 24
74,14,14/08/2020 18:00,Central Coast Stadium,Warriors,Panthers,12 - 18
75,14,14/08/2020 19:55,Bankwest Stadium,Eels,Dragons,12 - 14
76,14,15/08/2020 15:00,Netstrata Jubilee Stadium,Sharks,Titans,30 - 18
77,14,15/08/2020 17:30,Queensland Country Bank Stadium,Cowboys,Rabbitohs,30 - 31
78,14,15/08/2020 19:35,GIO Stadium,Raiders,Broncos,36 - 8
80,14,16/08/2020 14:00,McDonald Jones Stadium,Knights,Sea Eagles,26 - 24
79,14,16/08/2020 16:05,Bankwest Stadium,Wests Tigers,Bulldogs,29 - 28
81,15,20/08/2020 19:50,Bankwest Stadium,Eels,Storm,14 - 0
82,15,21/08/2020 18:00,Panthers Stadium,Panthers,Sharks,38 - 12
83,15,21/08/2020 19:55,Suncorp Stadium,Broncos,Dragons,24 - 28
84,15,22/08/2020 15:00,Cbus Super Stadium,Titans,Raiders,16 - 36
85,15,22/08/2020 17:30,Leichhardt Oval,Wests Tigers,Roosters,16 - 38
86,15,22/08/2020 19:35,ANZ Stadium,Rabbitohs,Sea Eagles,56 - 16
87,15,23/08/2020 14:00,ANZ Stadium,Bulldogs,Warriors,14 - 20
88,15,23/08/2020 16:05,McDonald Jones Stadium,Knights,Cowboys,12 - 0
89,16,27/08/2020 19:50,Bankwest Stadium,Eels,Rabbitohs,0 - 38
90,16,28/08/2020 18:00,Netstrata Jubilee Stadium,Dragons,Titans,10 - 14
91,16,28/08/2020 19:55,Sydney Cricket Ground,Roosters,Broncos,58 - 12
92,16,29/08/2020 15:00,Scully Park,Warriors,Knights,36 - 6
93,16,29/08/2020 17:30,Netstrata Jubilee Stadium,Sharks,Cowboys,28 - 12
94,16,29/08/2020 19:35,Panthers Stadium,Panthers,Wests Tigers,30 - 6
95,16,30/08/2020 16:05,Sunshine Coast Stadium,Storm,Sea Eagles,30 - 6
96,16,30/08/2020 18:30,GIO Stadium,Raiders,Bulldogs,34 - 20
97,17,03/09/2020 19:50,Suncorp Stadium,Broncos,Panthers,12 - 25
98,17,04/09/2020 18:00,McDonald Jones Stadium,Knights,Sharks,38 - 10
99,17,04/09/2020 19:55,ANZ Stadium,Rabbitohs,Storm,16 - 22
100,17,05/09/2020 15:00,ANZ Stadium,Bulldogs,Titans,14 - 18
101,17,05/09/2020 17:30,Lottoland,Sea Eagles,Wests Tigers,32 - 34
102,17,05/09/2020 19:35,GIO Stadium,Raiders,Roosters,6 - 18
103,17,06/09/2020 16:05,Central Coast Stadium,Warriors,Eels,18 - 24
104,17,06/09/2020 18:30,Queensland Country Bank Stadium,Cowboys,Dragons,23 - 22
105,18,10/09/2020 19:50,Bankwest Stadium,Wests Tigers,Rabbitohs,24 - 26
106,18,11/09/2020 18:00,ANZ Stadium,Bulldogs,Sea Eagles,20 - 32
107,18,11/09/2020 19:55,Panthers Stadium,Panthers,Eels,20 - 2
108,18,12/09/2020 15:00,WIN Stadium,Dragons,Raiders,8 - 37
109,18,12/09/2020 17:30,Cbus Super Stadium,Titans,Broncos,18 - 6
110,18,12/09/2020 19:35,Sydney Cricket Ground,Roosters,Knights,42 - 12
111,18,13/09/2020 16:05,Sunshine Coast Stadium,Storm,Cowboys,36 - 20
112,18,13/09/2020 18:30,Netstrata Jubilee Stadium,Sharks,Warriors,22 - 14
113,19,17/09/2020 19:50,ANZ Stadium,Rabbitohs,Bulldogs,16 - 26
114,19,18/09/2020 18:00,Queensland Country Bank Stadium,Cowboys,Panthers,12 - 32
115,19,18/09/2020 19:55,Bankwest Stadium,Eels,Broncos,26 - 12
116,19,19/09/2020 15:00,Lottoland,Sea Eagles,Titans,24 - 42
117,19,19/09/2020 17:30,Sunshine Coast Stadium,Storm,Wests Tigers,50 - 22
118,19,19/09/2020 19:35,Sydney Cricket Ground,Roosters,Sharks,34 - 18
119,19,20/09/2020 14:00,GIO Stadium,Raiders,Warriors,26 - 14
120,19,20/09/2020 16:05,McDonald Jones Stadium,Knights,Dragons,42 - 18
121,20,24/09/2020 19:50,Suncorp Stadium,Broncos,Cowboys,16 - 32
122,20,25/09/2020 18:00,Cbus Super Stadium,Titans,Knights,36 - 6
123,20,25/09/2020 19:55,ANZ Stadium,Rabbitohs,Roosters,60 - 8
124,20,26/09/2020 15:00,ANZ Stadium,Bulldogs,Panthers,0 - 42
125,20,26/09/2020 17:30,Netstrata Jubilee Stadium,Sharks,Raiders,28 - 38
126,20,26/09/2020 19:35,Bankwest Stadium,Wests Tigers,Eels,24 - 28
127,20,27/09/2020 14:00,Central Coast Stadium,Warriors,Sea Eagles,40 - 28
128,20,27/09/2020 16:05,Netstrata Jubilee Stadium,Dragons,Storm,30 - 22
129,Finals W1,02/10/2020 19:50,Panthers Stadium,Panthers,Roosters,29 - 28
130,Finals W1,03/10/2020 17:40,GIO Stadium,Raiders,Sharks,32 - 20
131,Finals W1,03/10/2020 19:50,Suncorp Stadium,Storm,Eels,36 - 24
132,Finals W1,04/10/2020 16:05,ANZ Stadium,Rabbitohs,Knights,46 - 20
133,Finals W2,09/10/2020 19:50,Sydney Cricket Ground,Roosters,Raiders,18 - 22
134,Finals W2,10/10/2020 19:50,Bankwest Stadium,Eels,Rabbitohs,24 - 38
135,Finals W3,16/10/2020 19:50,Suncorp Stadium,Storm,Raiders,30 - 10
136,Finals W3,17/10/2020 19:50,ANZ Stadium,Panthers,Rabbitohs,20 - 16
137,Grand Final,25/10/2020 19:30,ANZ Stadium,Panthers,Storm,20 - 26
