Match Number,Round Number,Date,Location,Home Team,Away Team,Result
34,5,09/04/2021 18:00,Central Coast Stadium,Warriors,Sea Eagles,12 - 13
35,5,09/04/2021 19:55,Panthers Stadium,Panthers,Raiders,30 - 10
36,5,10/04/2021 15:00,Cbus Super Stadium,Titans,Knights,42 - 16
37,5,10/04/2021 17:30,Stadium Australia,Bulldogs,Storm,18 - 52
38,5,10/04/2021 19:35,Sydney Cricket Ground,Roosters,Sharks,26 - 18
39,5,11/04/2021 16:05,Leichhardt Oval,Wests Tigers,Cowboys,30 - 34
40,5,11/04/2021 18:15,Bankwest Stadium,Eels,Dragons,12 - 26
41,6,15/04/2021 19:50,Suncorp Stadium,Broncos,Panthers,12 - 20
42,6,16/04/2021 18:00,McDonald Jones Stadium,Knights,Sharks,26 - 22
43,6,16/04/2021 19:55,AAMI Park,Storm,Roosters,20 - 4
44,6,17/04/2021 15:00,Glen Willow Oval,Sea Eagles,Titans,36 - 0
45,6,17/04/2021 17:30,Stadium Australia,Rabbitohs,Wests Tigers,18 - 14
46,6,17/04/2021 19:35,GIO Stadium,Raiders,Eels,10 - 35
47,6,18/04/2021 14:00,Netstrata Jubilee Stadium,Dragons,Warriors,14 - 20
48,6,18/04/2021 16:05,Queensland Country Bank Stadium,Cowboys,Bulldogs,30 - 18
49,7,22/04/2021 19:50,Panthers Stadium,Panthers,Knights,24 - 6
50,7,23/04/2021 18:00,Cbus Super Stadium,Titans,Rabbitohs,30 - 40
51,7,23/04/2021 19:55,TIO Stadium,Eels,Broncos,46 - 6
52,7,24/04/2021 17:30,Netstrata Jubilee Stadium,Sharks,Bulldogs,12 - 18
53,7,24/04/2021 19:35,Queensland Country Bank Stadium,Cowboys,Raiders,26 - 24
54,7,25/04/2021 13:45,Bankwest Stadium,Wests Tigers,Sea Eagles,6 - 40
55,7,25/04/2021 16:05,Sydney Cricket Ground,Roosters,Dragons,34 - 10
56,7,25/04/2021 18:15,AAMI Park,Storm,Warriors,42 - 20
57,8,29/04/2021 19:50,GIO Stadium,Raiders,Rabbitohs,20 - 34
58,8,30/04/2021 18:00,AAMI Park,Storm,Sharks,40 - 14
59,8,30/04/2021 19:55,Suncorp Stadium,Broncos,Titans,36 - 28
60,8,01/05/2021 15:00,Carrington Park,Panthers,Sea Eagles,28 - 16
61,8,01/05/2021 17:30,Stadium Australia,Bulldogs,Eels,10 - 32
62,8,01/05/2021 19:35,McDonald Jones Stadium,Knights,Roosters,4 - 38
63,8,02/05/2021 14:00,Central Coast Stadium,Warriors,Cowboys,24 - 20
64,8,02/05/2021 16:05,WIN Stadium,Dragons,Wests Tigers,8 - 16
65,9,06/05/2021 19:50,Stadium Australia,Rabbitohs,Storm,0 - 50
66,9,07/05/2021 18:00,Panthers Stadium,Panthers,Sharks,48 - 0
67,9,07/05/2021 19:55,Bankwest Stadium,Eels,Roosters,31 - 18
68,9,08/05/2021 15:00,McDonalds Park,Raiders,Knights,16 - 24
69,9,08/05/2021 17:30,Campbelltown Sports Stadium,Wests Tigers,Titans,28 - 36
70,9,08/05/2021 19:35,Queensland Country Bank Stadium,Cowboys,Broncos,19 - 18
71,9,09/05/2021 14:00,Lottoland,Sea Eagles,Warriors,38 - 32
72,9,09/05/2021 16:05,Netstrata Jubilee Stadium,Dragons,Bulldogs,32 - 12
73,10,14/05/2021 18:00,Suncorp Stadium,Wests Tigers,Knights,
74,10,14/05/2021 20:05,Suncorp Stadium,Sea Eagles,Broncos,
75,10,15/05/2021 15:00,Suncorp Stadium,Bulldogs,Raiders,
76,10,15/05/2021 17:30,Suncorp Stadium,Sharks,Rabbitohs,
77,10,15/05/2021 19:45,Suncorp Stadium,Roosters,Cowboys,
78,10,16/05/2021 13:50,Suncorp Stadium,Warriors,Eels,
79,10,16/05/2021 16:05,Suncorp Stadium,Storm,Dragons,
80,10,16/05/2021 18:25,Suncorp Stadium,Titans,Panthers,
81,11,20/05/2021 19:50,Queensland Country Bank Stadium,Cowboys,Knights,
82,11,21/05/2021 18:00,Central Coast Stadium,Warriors,Wests Tigers,
83,11,21/05/2021 19:55,Netstrata Jubilee Stadium,Sharks,Dragons,
84,11,22/05/2021 15:00,Cbus Super Stadium,Titans,Bulldogs,
85,11,22/05/2021 17:30,Sydney Cricket Ground,Roosters,Broncos,
86,11,22/05/2021 19:35,GIO Stadium,Raiders,Storm,
87,11,23/05/2021 14:00,Apex Oval,Rabbitohs,Panthers,
88,11,23/05/2021 16:05,Bankwest Stadium,Eels,Sea Eagles,
89,12,27/05/2021 19:50,Suncorp Stadium,Broncos,Storm,
90,12,28/05/2021 18:00,Queensland Country Bank Stadium,Cowboys,Warriors,
91,12,28/05/2021 19:55,Bankwest Stadium,Wests Tigers,Dragons,
92,12,29/05/2021 15:00,Panthers Stadium,Panthers,Bulldogs,
93,12,29/05/2021 17:30,Stadium Australia,Rabbitohs,Eels,
94,12,29/05/2021 19:35,Central Coast Stadium,Roosters,Raiders,
95,12,30/05/2021 14:00,C.ex Coffs International Stadium,Sharks,Titans,
96,12,30/05/2021 16:05,McDonald Jones Stadium,Knights,Sea Eagles,
97,13,03/06/2021 19:50,Netstrata Jubilee Stadium,Dragons,Broncos,
98,13,04/06/2021 19:55,Leichhardt Oval,Wests Tigers,Panthers,
99,13,05/06/2021 19:35,AAMI Park,Storm,Titans,
100,13,06/06/2021 16:05,McDonald Jones Stadium,Knights,Eels,
101,14,11/06/2021 18:00,Lottoland,Sea Eagles,Cowboys,
102,14,11/06/2021 19:55,Netstrata Jubilee Stadium,Sharks,Panthers,
103,14,12/06/2021 15:00,Cbus Super Stadium,Titans,Roosters,
104,14,12/06/2021 17:30,Stadium Australia,Rabbitohs,Knights,
105,14,12/06/2021 19:35,GIO Stadium,Raiders,Broncos,
106,14,13/06/2021 14:00,Central Coast Stadium,Warriors,Storm,
107,14,13/06/2021 16:05,Bankwest Stadium,Eels,Wests Tigers,
108,14,14/06/2021 16:00,Stadium Australia,Bulldogs,Dragons,
109,15,17/06/2021 19:50,Suncorp Stadium,Broncos,Rabbitohs,
110,15,18/06/2021 18:00,Queensland Country Bank Stadium,Cowboys,Sharks,
111,15,18/06/2021 19:55,Panthers Stadium,Panthers,Roosters,
112,15,19/06/2021 15:00,McDonald Jones Stadium,Knights,Warriors,
113,15,19/06/2021 17:30,WIN Stadium,Dragons,Raiders,
114,15,19/06/2021 19:35,AAMI Park,Storm,Wests Tigers,
115,15,20/06/2021 14:00,Bankwest Stadium,Eels,Bulldogs,
116,15,20/06/2021 16:05,Cbus Super Stadium,Titans,Sea Eagles,
117,16,01/07/2021 19:50,Sydney Cricket Ground,Roosters,Storm,
118,16,02/07/2021 18:00,Mt Smart Stadium,Warriors,Dragons,
119,16,02/07/2021 19:55,Panthers Stadium,Panthers,Eels,
120,16,03/07/2021 15:00,Bankwest Stadium,Bulldogs,Sea Eagles,
121,16,03/07/2021 17:30,GIO Stadium,Raiders,Titans,
122,16,03/07/2021 19:35,McDonald Jones Stadium,Knights,Cowboys,
123,16,04/07/2021 14:00,Suncorp Stadium,Broncos,Sharks,
124,16,04/07/2021 16:05,Leichhardt Oval,Wests Tigers,Rabbitohs,
125,17,08/07/2021 19:50,Lottoland,Sea Eagles,Raiders,
126,17,09/07/2021 19:55,Stadium Australia,Rabbitohs,Cowboys,
127,17,10/07/2021 19:35,Bankwest Stadium,Bulldogs,Roosters,
128,17,11/07/2021 16:05,Netstrata Jubilee Stadium,Sharks,Warriors,
129,18,16/07/2021 18:00,Cbus Super Stadium,Titans,Eels,
130,18,16/07/2021 19:55,Lottoland,Sea Eagles,Dragons,
131,18,17/07/2021 15:00,GIO Stadium,Raiders,Sharks,
132,18,17/07/2021 17:30,Queensland Country Bank Stadium,Cowboys,Roosters,
133,18,17/07/2021 19:35,AAMI Park,Storm,Knights,
134,18,18/07/2021 14:00,Mt Smart Stadium,Warriors,Panthers,
135,18,18/07/2021 16:05,Suncorp Stadium,Broncos,Wests Tigers,
136,18,18/07/2021 18:15,Stadium Australia,Rabbitohs,Bulldogs,
137,19,22/07/2021 19:50,Bankwest Stadium,Eels,Raiders,
138,19,23/07/2021 18:00,Sydney Cricket Ground,Roosters,Knights,
139,19,23/07/2021 19:55,Queensland Country Bank Stadium,Cowboys,Storm,
140,19,24/07/2021 15:00,Sunshine Coast Stadium,Rabbitohs,Warriors,
141,19,24/07/2021 17:30,Central Coast Stadium,Sea Eagles,Wests Tigers,
142,19,24/07/2021 19:35,Panthers Stadium,Panthers,Broncos,
143,19,25/07/2021 14:00,Netstrata Jubilee Stadium,Dragons,Titans,
144,19,25/07/2021 16:05,Bankwest Stadium,Bulldogs,Sharks,
145,20,29/07/2021 19:50,Sydney Cricket Ground,Roosters,Eels,
146,20,30/07/2021 18:00,Bankwest Stadium,Wests Tigers,Warriors,
147,20,30/07/2021 19:55,Suncorp Stadium,Broncos,Cowboys,
148,20,31/07/2021 15:00,WIN Stadium,Dragons,Rabbitohs,
149,20,31/07/2021 17:30,McDonald Jones Stadium,Knights,Raiders,
150,20,31/07/2021 19:35,AAMI Park,Storm,Panthers,
151,20,01/08/2021 14:00,TBA,Bulldogs,Titans,
152,20,01/08/2021 16:05,Netstrata Jubilee Stadium,Sharks,Sea Eagles,
153,21,05/08/2021 19:50,McDonald Jones Stadium,Knights,Broncos,
154,21,06/08/2021 18:00,GIO Stadium,Raiders,Dragons,
155,21,06/08/2021 19:55,Bankwest Stadium,Eels,Rabbitohs,
156,21,07/08/2021 15:00,Mt Smart Stadium,Warriors,Sharks,
157,21,07/08/2021 17:30,Sydney Cricket Ground,Roosters,Panthers,
158,21,07/08/2021 19:35,Lottoland,Sea Eagles,Storm,
159,21,08/08/2021 14:00,Belmore Sports Ground,Bulldogs,Wests Tigers,
160,21,08/08/2021 16:05,Cbus Super Stadium,Titans,Cowboys,
161,22,12/08/2021 19:50,AAMI Park,Storm,Raiders,
162,22,13/08/2021 18:00,WIN Stadium,Dragons,Panthers,
163,22,13/08/2021 19:55,Suncorp Stadium,Broncos,Roosters,
164,22,14/08/2021 15:00,Central Coast Stadium,Rabbitohs,Titans,
165,22,14/08/2021 17:30,Queensland Country Bank Stadium,Cowboys,Wests Tigers,
166,22,14/08/2021 19:35,Lottoland,Sea Eagles,Eels,
167,22,15/08/2021 14:00,Mt Smart Stadium,Warriors,Bulldogs,
168,22,15/08/2021 16:05,Netstrata Jubilee Stadium,Sharks,Knights,
169,23,19/08/2021 19:50,Cbus Super Stadium,Titans,Storm,
170,23,20/08/2021 18:00,GIO Stadium,Raiders,Sea Eagles,
171,23,20/08/2021 19:55,Panthers Stadium,Panthers,Rabbitohs,
172,23,21/08/2021 15:00,Scully Park,Wests Tigers,Sharks,
173,23,21/08/2021 17:30,Stadium Australia,Bulldogs,Knights,
174,23,21/08/2021 19:35,Bankwest Stadium,Eels,Cowboys,
175,23,22/08/2021 14:00,Netstrata Jubilee Stadium,Dragons,Roosters,
176,23,22/08/2021 16:05,Suncorp Stadium,Broncos,Warriors,
177,24,26/08/2021 19:50,McDonald Jones Stadium,Knights,Titans,
178,24,27/08/2021 18:00,Mt Smart Stadium,Warriors,Raiders,
179,24,27/08/2021 19:55,Sydney Cricket Ground,Roosters,Rabbitohs,
180,24,28/08/2021 15:00,WIN Stadium,Dragons,Cowboys,
181,24,28/08/2021 17:30,Netstrata Jubilee Stadium,Sharks,Broncos,
182,24,28/08/2021 19:35,AAMI Park,Storm,Eels,
183,24,29/08/2021 14:00,Lottoland,Sea Eagles,Bulldogs,
184,24,29/08/2021 16:05,Panthers Stadium,Panthers,Wests Tigers,
185,25,02/09/2021 19:50,GIO Stadium,Raiders,Roosters,
186,25,03/09/2021 18:00,Netstrata Jubilee Stadium,Sharks,Storm,
187,25,03/09/2021 19:55,Bankwest Stadium,Eels,Panthers,
188,25,04/09/2021 15:00,Suncorp Stadium,Broncos,Knights,
189,25,04/09/2021 17:30,Queensland Country Bank Stadium,Cowboys,Sea Eagles,
190,25,04/09/2021 19:35,Stadium Australia,Rabbitohs,Dragons,
191,25,05/09/2021 14:00,Cbus Super Stadium,Titans,Warriors,
192,25,05/09/2021 16:05,Campbelltown Sports Stadium,Wests Tigers,Bulldogs,
