Match Number,Round Number,Date,Location,Home Team,Away Team,Result
48,6,14/04/2024 08:15,GIO Stadium,Raiders,Titans,21 - 20
49,7,18/04/2024 09:50,Allianz Stadium,Roosters,Storm,12 - 18
50,7,19/04/2024 08:00,WIN Stadium,Dragons,Warriors,30 - 12
51,7,19/04/2024 10:00,TIO Stadium,Eels,Dolphins,16 - 44
52,7,20/04/2024 05:00,Carrington Park,Panthers,Wests Tigers,22 - 6
53,7,20/04/2024 07:30,Cbus Super Stadium,Titans,Sea Eagles,30 - 34
54,7,20/04/2024 09:35,Suncorp Stadium,Broncos,Raiders,34 - 10
55,7,21/04/2024 04:00,Accor Stadium,Bulldogs,Knights,36 - 12
56,7,21/04/2024 06:05,PointsBet Stadium,Sharks,Cowboys,42 - 6
57,8,25/04/2024 04:00,Go Media Stadium,Warriors,Titans,24 - 27
58,8,25/04/2024 06:05,Allianz Stadium,Dragons,Roosters,18 - 60
59,8,25/04/2024 09:50,AAMI Park,Storm,Rabbitohs,54 - 20
60,8,26/04/2024 10:00,4 Pines Park,Sea Eagles,Eels,32 - 18
61,8,27/04/2024 07:30,Campbelltown Sports Stadium,Wests Tigers,Broncos,10 - 34
62,8,27/04/2024 09:35,Queensland Country Bank Stadium,Cowboys,Panthers,20 - 26
63,8,28/04/2024 04:00,Suncorp Stadium,Dolphins,Knights,14 - 18
64,8,28/04/2024 06:05,GIO Stadium,Raiders,Sharks,0 - 40
65,9,02/05/2024 09:50,Accor Stadium,Rabbitohs,Panthers,12 - 42
66,9,03/05/2024 08:00,4 Pines Park,Sea Eagles,Raiders,24 - 26
67,9,03/05/2024 10:00,Suncorp Stadium,Broncos,Roosters,18 - 40
68,9,04/05/2024 05:00,Accor Stadium,Bulldogs,Wests Tigers,22 - 14
69,9,04/05/2024 07:30,Cbus Super Stadium,Titans,Storm,20 - 22
70,9,04/05/2024 09:35,Queensland Country Bank Stadium,Cowboys,Dolphins,26 - 28
71,9,05/05/2024 04:00,McDonald Jones Stadium,Knights,Warriors,14 - 8
72,9,05/05/2024 06:05,PointsBet Stadium,Sharks,Dragons,20 - 10
73,10,09/05/2024 09:50,Suncorp Stadium,Dolphins,Sea Eagles,30 - 24
74,10,10/05/2024 08:00,BlueBet Stadium,Panthers,Bulldogs,16 - 10
75,10,10/05/2024 10:00,CommBank Stadium,Eels,Broncos,14 - 30
76,10,11/05/2024 05:00,Scully Park,Wests Tigers,Knights,14 - 20
77,10,11/05/2024 07:30,Netstrata Jubilee Stadium,Dragons,Rabbitohs,28 - 14
78,10,11/05/2024 09:35,AAMI Park,Storm,Sharks,18 - 25
79,10,12/05/2024 04:00,Allianz Stadium,Roosters,Warriors,38 - 18
80,10,12/05/2024 06:05,Cbus Super Stadium,Titans,Cowboys,20 - 18
81,11,17/05/2024 08:00,Suncorp Stadium,Raiders,Bulldogs,24 - 20
82,11,17/05/2024 10:05,Suncorp Stadium,Sea Eagles,Broncos,12 - 13
83,11,18/05/2024 05:00,Suncorp Stadium,Titans,Knights,24 - 28
84,11,18/05/2024 07:30,Suncorp Stadium,Sharks,Roosters,38 - 30
85,11,18/05/2024 09:45,Suncorp Stadium,Rabbitohs,Cowboys,22 - 28
86,11,19/05/2024 03:50,Suncorp Stadium,Warriors,Panthers,22 - 20
87,11,19/05/2024 06:05,Suncorp Stadium,Storm,Eels,48 - 16
88,11,19/05/2024 08:25,Suncorp Stadium,Wests Tigers,Dolphins,12 - 24
89,12,23/05/2024 09:50,Accor Stadium,Bulldogs,Dragons,44 - 12
90,12,24/05/2024 08:00,Queensland Country Bank Stadium,Cowboys,Wests Tigers,42 - 28
91,12,24/05/2024 10:00,4 Pines Park,Sea Eagles,Storm,26 - 20
92,12,25/05/2024 05:00,GIO Stadium,Raiders,Roosters,16 - 44
93,12,25/05/2024 07:30,PointsBet Stadium,Sharks,Panthers,0 - 42
94,12,25/05/2024 09:35,Accor Stadium,Rabbitohs,Eels,42 - 26
95,12,26/05/2024 04:00,Suncorp Stadium,Broncos,Titans,34 - 36
96,12,26/05/2024 06:05,Go Media Stadium,Warriors,Dolphins,24 - 20
97,13,30/05/2024 09:50,CommBank Stadium,Eels,Sharks,34 - 22
98,13,31/05/2024 10:00,McDonald Jones Stadium,Knights,Bulldogs,2 - 32
99,13,01/06/2024 07:30,BlueBet Stadium,Panthers,Dragons,10 - 22
100,13,01/06/2024 09:35,Kayo Stadium,Dolphins,Raiders,25 - 26
101,13,02/06/2024 06:05,Allianz Stadium,Roosters,Cowboys,16 - 18
102,14,07/06/2024 10:00,WIN Stadium,Dragons,Wests Tigers,56 - 14
103,14,08/06/2024 05:00,Cbus Super Stadium,Titans,Rabbitohs,12 - 46
104,14,08/06/2024 07:30,Queensland Country Bank Stadium,Cowboys,Warriors,12 - 42
105,14,08/06/2024 09:35,Suncorp Stadium,Broncos,Sharks,12 - 22
106,14,09/06/2024 04:00,AAMI Park,Storm,Knights,36 - 28
107,14,09/06/2024 06:05,BlueBet Stadium,Panthers,Sea Eagles,32 - 22
108,14,10/06/2024 06:00,Accor Stadium,Bulldogs,Eels,22 - 18
109,15,13/06/2024 09:50,PointsBet Stadium,Sharks,Dolphins,28 - 30
110,15,14/06/2024 08:00,GIO Stadium,Raiders,Cowboys,16 - 34
111,15,14/06/2024 10:00,Accor Stadium,Rabbitohs,Broncos,22 - 12
112,15,15/06/2024 05:00,Leichhardt Oval,Wests Tigers,Titans,18 - 10
113,15,15/06/2024 07:30,Go Media Stadium,Warriors,Storm,24 - 38
114,15,15/06/2024 09:35,CommBank Stadium,Eels,Roosters,18 - 28
115,15,16/06/2024 04:00,4 Pines Park,Sea Eagles,Dragons,30 - 14
116,15,16/06/2024 06:05,McDonald Jones Stadium,Knights,Panthers,18 - 26
117,16,21/06/2024 10:00,Suncorp Stadium,Dolphins,Storm,24 - 30
118,16,22/06/2024 05:00,Cbus Super Stadium,Titans,Warriors,66 - 6
119,16,22/06/2024 07:30,Industree Group Stadium,Roosters,Bulldogs,26 - 8
120,16,22/06/2024 09:35,Accor Stadium,Rabbitohs,Sea Eagles,14 - 0
121,16,23/06/2024 06:05,Campbelltown Sports Stadium,Wests Tigers,Raiders,48 - 24
122,17,28/06/2024 10:00,Accor Stadium,Bulldogs,Sharks,15 - 14
123,17,29/06/2024 05:00,Go Media Stadium,Warriors,Broncos,32 - 16
124,17,29/06/2024 07:30,McDonald Jones Stadium,Knights,Eels,34 - 26
125,17,29/06/2024 09:35,AAMI Park,Storm,Raiders,16 - 6
126,17,30/06/2024 04:00,Netstrata Jubilee Stadium,Dragons,Dolphins,26 - 6
127,17,30/06/2024 06:05,BlueBet Stadium,Panthers,Cowboys,6 - 16
128,17,30/06/2024 08:15,Allianz Stadium,Roosters,Wests Tigers,40 - 6
129,18,04/07/2024 09:50,CommBank Stadium,Eels,Rabbitohs,16 - 32
130,18,05/07/2024 08:00,C.ex Coffs International Stadium,Sharks,Titans,16 - 20
131,18,05/07/2024 10:00,Suncorp Stadium,Broncos,Panthers,6 - 14
132,18,06/07/2024 05:00,Accor Stadium,Bulldogs,Warriors,13 - 12
133,18,06/07/2024 07:30,Leichhardt Oval,Wests Tigers,Storm,28 - 40
134,18,06/07/2024 09:35,Queensland Country Bank Stadium,Cowboys,Sea Eagles,20 - 21
135,18,07/07/2024 04:00,Allianz Stadium,Roosters,Dragons,42 - 12
136,18,07/07/2024 06:05,GIO Stadium,Raiders,Knights,12 - 16
137,19,11/07/2024 09:50,Kayo Stadium,Dolphins,Rabbitohs,36 - 28
138,19,12/07/2024 10:00,PointsBet Stadium,Sharks,Wests Tigers,58 - 6
139,19,13/07/2024 07:30,Cbus Super Stadium,Titans,Eels,24 - 16
140,19,13/07/2024 09:35,Suncorp Stadium,Broncos,Dragons,26 - 30
141,19,14/07/2024 06:05,4 Pines Park,Sea Eagles,Knights,44 - 6
142,20,19/07/2024 10:00,GIO Stadium,Raiders,Warriors,20 - 18
143,20,20/07/2024 05:00,Industree Group Stadium,Rabbitohs,Wests Tigers,42 - 28
144,20,20/07/2024 07:30,McDonald Jones Stadium,Knights,Broncos,14 - 30
145,20,20/07/2024 09:35,AAMI Park,Storm,Roosters,24 - 8
146,20,21/07/2024 04:00,BlueBet Stadium,Panthers,Dolphins,28 - 26
147,20,21/07/2024 06:05,4 Pines Park,Sea Eagles,Titans,38 - 8
148,20,21/07/2024 08:15,Queensland Country Bank Stadium,Cowboys,Bulldogs,20 - 18
149,21,26/07/2024 08:00,Go Media Stadium,Warriors,Wests Tigers,28 - 16
150,21,26/07/2024 10:00,CommBank Stadium,Eels,Storm,14 - 32
151,21,27/07/2024 05:00,Suncorp Stadium,Broncos,Bulldogs,16 - 41
152,21,27/07/2024 07:30,Queensland Country Bank Stadium,Cowboys,Sharks,30 - 22
153,21,27/07/2024 09:35,Allianz Stadium,Roosters,Sea Eagles,34 - 30
154,21,28/07/2024 04:00,WIN Stadium,Dragons,Panthers,
155,21,28/07/2024 06:05,Suncorp Stadium,Dolphins,Titans,
156,21,28/07/2024 08:15,GIO Stadium,Raiders,Rabbitohs,
157,22,01/08/2024 09:50,Leichhardt Oval,Wests Tigers,Cowboys,
158,22,02/08/2024 08:00,Go Media Stadium,Warriors,Eels,
159,22,02/08/2024 10:00,HBF Park,Dolphins,Roosters,
160,22,03/08/2024 05:00,Cbus Super Stadium,Titans,Broncos,
161,22,03/08/2024 07:30,AAMI Park,Storm,Dragons,
162,22,03/08/2024 09:35,PointsBet Stadium,Sharks,Rabbitohs,
163,22,04/08/2024 04:00,BlueBet Stadium,Panthers,Knights,
164,22,04/08/2024 06:05,Belmore Sports Ground,Bulldogs,Raiders,
165,23,08/08/2024 09:50,Accor Stadium,Rabbitohs,Storm,
166,23,09/08/2024 08:00,Cbus Super Stadium,Titans,Sharks,
167,23,09/08/2024 10:00,CommBank Stadium,Eels,Panthers,
168,23,10/08/2024 05:00,GIO Stadium,Raiders,Sea Eagles,
169,23,10/08/2024 07:30,Queensland Country Bank Stadium,Cowboys,Broncos,
170,23,10/08/2024 09:35,Netstrata Jubilee Stadium,Dragons,Bulldogs,
171,23,11/08/2024 04:00,Suncorp Stadium,Dolphins,Warriors,
172,23,11/08/2024 06:05,McDonald Jones Stadium,Knights,Wests Tigers,
173,24,15/08/2024 09:50,BlueBet Stadium,Panthers,Storm,
174,24,16/08/2024 08:00,4 Pines Park,Sea Eagles,Warriors,
175,24,16/08/2024 10:00,Allianz Stadium,Roosters,Eels,
176,24,17/08/2024 05:00,Salter Oval,Bulldogs,Dolphins,
177,24,17/08/2024 07:30,Queensland Country Bank Stadium,Cowboys,Raiders,
178,24,17/08/2024 09:35,Campbelltown Sports Stadium,Wests Tigers,Rabbitohs,
179,24,18/08/2024 04:00,WIN Stadium,Dragons,Titans,
180,24,18/08/2024 06:05,PointsBet Stadium,Sharks,Knights,
181,25,22/08/2024 09:50,Leichhardt Oval,Wests Tigers,Sea Eagles,
182,25,23/08/2024 08:00,Go Media Stadium,Warriors,Bulldogs,
183,25,23/08/2024 10:00,Suncorp Stadium,Broncos,Eels,
184,25,24/08/2024 05:00,GIO Stadium,Raiders,Panthers,
185,25,24/08/2024 07:30,AAMI Park,Storm,Dolphins,
186,25,24/08/2024 09:35,Accor Stadium,Rabbitohs,Knights,
187,25,25/08/2024 04:00,Cbus Super Stadium,Titans,Roosters,
188,25,25/08/2024 06:05,WIN Stadium,Dragons,Sharks,
189,26,29/08/2024 09:50,Queensland Country Bank Stadium,Cowboys,Storm,
190,26,30/08/2024 08:00,Accor Stadium,Bulldogs,Sea Eagles,
191,26,30/08/2024 10:00,BlueBet Stadium,Panthers,Rabbitohs,
192,26,31/08/2024 05:00,CommBank Stadium,Eels,Dragons,
193,26,31/08/2024 07:30,Suncorp Stadium,Dolphins,Broncos,
194,26,31/08/2024 09:35,PointsBet Stadium,Sharks,Warriors,
195,26,01/09/2024 04:00,McDonald Jones Stadium,Knights,Titans,
196,26,01/09/2024 06:05,Allianz Stadium,Roosters,Raiders,
197,27,05/09/2024 09:50,Suncorp Stadium,Broncos,Storm,
198,27,06/09/2024 08:00,Campbelltown Sports Stadium,Wests Tigers,Eels,
199,27,06/09/2024 10:00,Accor Stadium,Rabbitohs,Roosters,
200,27,07/09/2024 05:00,Netstrata Jubilee Stadium,Dragons,Raiders,
201,27,07/09/2024 07:30,Accor Stadium,Bulldogs,Cowboys,
202,27,07/09/2024 09:35,BlueBet Stadium,Panthers,Titans,
203,27,08/09/2024 04:00,4 Pines Park,Sea Eagles,Sharks,
204,27,08/09/2024 06:05,McDonald Jones Stadium,Knights,Dolphins,
