Match Number,Round Number,Date,Location,Home Team,Away Team,Result
33,5,30/03/2023 09:00,Allianz Stadium,Roosters,Eels,28 - 20
34,5,31/03/2023 07:00,GIO Stadium,Raiders,Panthers,12 - 53
35,5,31/03/2023 09:00,Accor Stadium,Rabbitohs,Storm,10 - 18
36,5,01/04/2023 04:00,Glen Willow Oval,Sea Eagles,Knights,32 - 32
37,5,01/04/2023 06:30,WIN Stadium,Dragons,Dolphins,38 - 12
38,5,01/04/2023 08:35,Suncorp Stadium,Broncos,Wests Tigers,46 - 12
39,5,02/04/2023 06:05,PointsBet Stadium,Sharks,Warriors,30 - 32
40,5,02/04/2023 08:15,Accor Stadium,Bulldogs,Cowboys,15 - 14
41,6,06/04/2023 09:50,AAMI Park,Storm,Roosters,28 - 8
42,6,07/04/2023 06:05,Accor Stadium,Bulldogs,Rabbitohs,16 - 50
43,6,07/04/2023 10:00,Queensland Country Bank Stadium,Cowboys,Dolphins,22 - 32
44,6,08/04/2023 07:30,BlueBet Stadium,Panthers,Sea Eagles,44 - 12
45,6,08/04/2023 09:35,Suncorp Stadium,Broncos,Raiders,14 - 20
46,6,09/04/2023 06:05,Cbus Super Stadium,Titans,Dragons,20 - 18
47,6,09/04/2023 08:15,McDonald Jones Stadium,Knights,Warriors,34 - 24
48,6,10/04/2023 06:00,Accor Stadium,Wests Tigers,Eels,22 - 28
49,7,13/04/2023 09:50,Suncorp Stadium,Dolphins,Rabbitohs,14 - 36
50,7,14/04/2023 08:00,PointsBet Stadium,Sharks,Roosters,22 - 12
51,7,14/04/2023 10:00,4 Pines Park,Sea Eagles,Storm,18 - 8
52,7,15/04/2023 05:00,Mt Smart Stadium,Warriors,Cowboys,22 - 14
53,7,15/04/2023 07:30,McDonald Jones Stadium,Knights,Panthers,15 - 16
54,7,15/04/2023 09:35,Cbus Super Stadium,Titans,Broncos,26 - 43
55,7,16/04/2023 04:00,GIO Stadium,Raiders,Dragons,20 - 14
56,7,16/04/2023 06:05,CommBank Stadium,Eels,Bulldogs,30 - 4
57,8,20/04/2023 09:50,Accor Stadium,Rabbitohs,Panthers,20 - 18
58,8,21/04/2023 10:00,TIO Stadium,Eels,Broncos,16 - 26
59,8,22/04/2023 07:30,Accor Stadium,Bulldogs,Sharks,20 - 33
60,8,22/04/2023 09:35,Queensland Country Bank Stadium,Cowboys,Knights,18 - 16
61,8,23/04/2023 04:00,Suncorp Stadium,Dolphins,Titans,28 - 26
62,8,23/04/2023 06:05,Campbelltown Sports Stadium,Wests Tigers,Sea Eagles,16 - 22
63,8,25/04/2023 06:05,Allianz Stadium,Roosters,Dragons,27 - 26
64,8,25/04/2023 09:00,AAMI Park,Storm,Warriors,30 - 22
65,9,27/04/2023 09:50,PointsBet Stadium,Sharks,Cowboys,44 - 6
66,9,28/04/2023 08:00,CommBank Stadium,Eels,Knights,43 - 12
67,9,28/04/2023 10:00,Suncorp Stadium,Broncos,Rabbitohs,6 - 32
68,9,29/04/2023 05:00,McDonalds Park,Raiders,Dolphins,31 - 30
69,9,29/04/2023 07:30,4 Pines Park,Sea Eagles,Titans,10 - 26
70,9,29/04/2023 09:35,Carrington Park,Panthers,Wests Tigers,8 - 12
71,9,30/04/2023 04:00,Mt Smart Stadium,Warriors,Roosters,0 - 14
72,9,30/04/2023 06:05,WIN Stadium,Dragons,Bulldogs,16 - 18
73,10,05/05/2023 08:00,Suncorp Stadium,Bulldogs,Raiders,30 - 34
74,10,05/05/2023 10:05,Suncorp Stadium,Sea Eagles,Broncos,6 - 32
75,10,06/05/2023 05:00,Suncorp Stadium,Warriors,Panthers,6 - 18
76,10,06/05/2023 07:30,Suncorp Stadium,Sharks,Dolphins,16 - 36
77,10,06/05/2023 09:45,Suncorp Stadium,Storm,Rabbitohs,12 - 28
78,10,07/05/2023 03:50,Suncorp Stadium,Wests Tigers,Dragons,18 - 16
79,10,07/05/2023 06:00,Suncorp Stadium,Roosters,Cowboys,6 - 20
80,10,07/05/2023 08:25,Suncorp Stadium,Titans,Eels,26 - 24
81,11,11/05/2023 09:50,AAMI Park,Storm,Broncos,24 - 16
82,11,12/05/2023 08:00,Accor Stadium,Bulldogs,Warriors,12 - 24
83,11,12/05/2023 10:00,BlueBet Stadium,Panthers,Roosters,48 - 4
84,11,13/05/2023 05:00,Accor Stadium,Rabbitohs,Wests Tigers,20 - 0
85,11,13/05/2023 07:30,Queensland Country Bank Stadium,Cowboys,Dragons,42 - 22
86,11,13/05/2023 09:35,GIO Stadium,Raiders,Eels,26 - 18
87,11,14/05/2023 04:00,McDonald Jones Stadium,Knights,Titans,46 - 26
88,11,14/05/2023 06:05,4 Pines Park,Sea Eagles,Sharks,14 - 20
89,12,18/05/2023 09:50,Suncorp Stadium,Broncos,Panthers,4 - 15
90,12,19/05/2023 08:00,Netstrata Jubilee Stadium,Dragons,Roosters,24 - 22
91,12,19/05/2023 10:00,Allianz Stadium,Rabbitohs,Eels,16 - 36
92,12,20/05/2023 05:00,C.ex Coffs International Stadium,Sharks,Knights,26 - 6
93,12,20/05/2023 07:30,Leichhardt Oval,Wests Tigers,Cowboys,66 - 18
94,12,20/05/2023 09:35,Suncorp Stadium,Dolphins,Storm,16 - 24
95,12,21/05/2023 04:00,Accor Stadium,Bulldogs,Titans,20 - 18
96,12,21/05/2023 06:05,GIO Stadium,Raiders,Sea Eagles,14 - 42
97,13,25/05/2023 09:50,Kayo Stadium,Dolphins,Dragons,26 - 12
98,13,26/05/2023 10:00,CommBank Stadium,Eels,Cowboys,24 - 16
99,13,27/05/2023 07:30,McLean Park,Warriors,Broncos,22 - 26
100,13,27/05/2023 09:35,Accor Stadium,Rabbitohs,Raiders,26 - 33
101,13,28/05/2023 06:05,McDonald Jones Stadium,Knights,Sea Eagles,28 - 18
102,14,02/06/2023 10:00,Campbelltown Sports Stadium,Wests Tigers,Raiders,19 - 20
103,14,03/06/2023 05:00,Mt Smart Stadium,Warriors,Dolphins,30 - 8
104,14,03/06/2023 07:30,Cbus Super Stadium,Titans,Rabbitohs,28 - 46
105,14,03/06/2023 09:35,PointsBet Stadium,Sharks,Broncos,12 - 20
106,14,04/06/2023 04:00,Industree Group Stadium,Roosters,Bulldogs,25 - 24
107,14,04/06/2023 06:05,Queensland Country Bank Stadium,Cowboys,Storm,45 - 20
108,14,04/06/2023 08:15,BlueBet Stadium,Panthers,Dragons,26 - 18
109,15,08/06/2023 09:50,Cbus Super Stadium,Titans,Wests Tigers,28 - 12
110,15,09/06/2023 08:00,GIO Stadium,Raiders,Warriors,14 - 36
111,15,09/06/2023 10:00,4 Pines Park,Sea Eagles,Dolphins,58 - 18
112,15,10/06/2023 05:00,Netstrata Jubilee Stadium,Dragons,Rabbitohs,36 - 30
113,15,10/06/2023 07:30,Suncorp Stadium,Broncos,Knights,24 - 20
114,15,10/06/2023 09:35,Allianz Stadium,Roosters,Panthers,6 - 30
115,15,11/06/2023 06:05,AAMI Park,Storm,Sharks,54 - 10
116,15,12/06/2023 06:00,Accor Stadium,Bulldogs,Eels,12 - 34
117,16,16/06/2023 10:00,Queensland Country Bank Stadium,Cowboys,Panthers,27 - 23
118,16,17/06/2023 05:00,McDonald Jones Stadium,Knights,Roosters,16 - 18
119,16,17/06/2023 07:30,CommBank Stadium,Eels,Sea Eagles,34 - 4
120,16,17/06/2023 09:35,Campbelltown Sports Stadium,Wests Tigers,Storm,6 - 28
121,16,18/06/2023 06:05,PointsBet Stadium,Sharks,Bulldogs,48 - 10
122,17,23/06/2023 10:00,WIN Stadium,Dragons,Warriors,18 - 48
123,17,24/06/2023 05:00,Sunshine Coast Stadium,Dolphins,Eels,20 - 48
124,17,24/06/2023 07:30,BlueBet Stadium,Panthers,Knights,20 - 12
125,17,24/06/2023 09:35,AAMI Park,Storm,Sea Eagles,24 - 6
126,17,25/06/2023 04:00,Suncorp Stadium,Broncos,Titans,12 - 18
127,17,25/06/2023 06:05,Accor Stadium,Rabbitohs,Cowboys,6 - 31
128,17,25/06/2023 08:15,Allianz Stadium,Roosters,Raiders,18 - 20
129,18,29/06/2023 09:50,PointsBet Stadium,Sharks,Dragons,52 - 16
130,18,30/06/2023 08:00,Mt Smart Stadium,Warriors,Rabbitohs,6 - 28
131,18,30/06/2023 10:00,Marvel Stadium,Storm,Panthers,16 - 34
132,18,01/07/2023 05:00,GIO Stadium,Raiders,Titans,26 - 22
133,18,01/07/2023 07:30,Queensland Country Bank Stadium,Cowboys,Wests Tigers,74 - 0
134,18,01/07/2023 09:35,The Gabba,Broncos,Dolphins,24 - 16
135,18,02/07/2023 04:00,Accor Stadium,Bulldogs,Knights,0 - 66
136,18,02/07/2023 06:05,4 Pines Park,Sea Eagles,Roosters,18 - 16
137,19,06/07/2023 09:50,CommBank Stadium,Wests Tigers,Sharks,12 - 36
138,19,07/07/2023 10:00,WIN Stadium,Dragons,Raiders,26 - 36
139,19,08/07/2023 07:30,CommBank Stadium,Eels,Warriors,10 - 46
140,19,08/07/2023 09:35,Accor Stadium,Rabbitohs,Bulldogs,32 - 36
141,19,09/07/2023 06:05,Cbus Super Stadium,Titans,Dolphins,21 - 23
142,20,14/07/2023 10:00,McDonald Jones Stadium,Knights,Wests Tigers,34 - 18
143,20,15/07/2023 05:00,Belmore Sports Ground,Bulldogs,Broncos,24 - 44
144,20,15/07/2023 07:30,4 Pines Park,Sea Eagles,Cowboys,8 - 19
145,20,15/07/2023 09:35,Sydney Cricket Ground,Roosters,Storm,16 - 30
146,20,16/07/2023 04:00,Mt Smart Stadium,Warriors,Sharks,44 - 12
147,20,16/07/2023 06:05,Kayo Stadium,Dolphins,Panthers,14 - 24
148,20,16/07/2023 08:15,CommBank Stadium,Eels,Titans,25 - 24
149,21,20/07/2023 09:50,WIN Stadium,Dragons,Wests Tigers,18 - 14
150,21,21/07/2023 08:00,Mt Smart Stadium,Warriors,Raiders,21 - 20
151,21,21/07/2023 10:00,Sunshine Coast Stadium,Rabbitohs,Broncos,20 - 36
152,21,22/07/2023 05:00,Cbus Super Stadium,Titans,Roosters,18 - 36
153,21,22/07/2023 07:30,McDonald Jones Stadium,Knights,Storm,26 - 18
154,21,22/07/2023 09:35,Queensland Country Bank Stadium,Cowboys,Eels,24 - 16
155,21,23/07/2023 04:00,BlueBet Stadium,Panthers,Bulldogs,44 - 18
156,21,23/07/2023 06:05,PointsBet Stadium,Sharks,Sea Eagles,26 - 30
157,22,27/07/2023 09:50,The Gabba,Broncos,Roosters,32 - 10
158,22,28/07/2023 08:00,Scully Park,Wests Tigers,Rabbitohs,18 - 32
159,22,28/07/2023 10:00,Marvel Stadium,Storm,Eels,46 - 16
160,22,29/07/2023 05:00,GIO Stadium,Raiders,Knights,6 - 28
161,22,29/07/2023 07:30,WIN Stadium,Dragons,Sea Eagles,18 - 24
162,22,29/07/2023 09:35,BlueBet Stadium,Panthers,Sharks,28 - 0
163,22,30/07/2023 04:00,Salter Oval,Bulldogs,Dolphins,23 - 22
164,22,30/07/2023 06:05,Cbus Super Stadium,Titans,Cowboys,22 - 13
165,23,03/08/2023 09:50,Sydney Cricket Ground,Roosters,Sea Eagles,26 - 16
166,23,04/08/2023 08:00,Cbus Super Stadium,Titans,Warriors,18 - 28
167,23,04/08/2023 10:00,BlueBet Stadium,Panthers,Storm,26 - 6
168,23,05/08/2023 05:00,Queensland Country Bank Stadium,Cowboys,Broncos,14 - 30
169,23,05/08/2023 07:30,Optus Stadium,Dolphins,Knights,28 - 30
170,23,05/08/2023 09:35,Optus Stadium,Rabbitohs,Sharks,16 - 26
171,23,06/08/2023 04:00,CommBank Stadium,Eels,Dragons,26 - 20
172,23,06/08/2023 06:05,GIO Stadium,Raiders,Wests Tigers,22 - 18
173,24,10/08/2023 09:50,4 Pines Park,Sea Eagles,Panthers,12 - 24
174,24,11/08/2023 08:00,PointsBet Stadium,Sharks,Titans,36 - 6
175,24,11/08/2023 10:00,The Gabba,Broncos,Eels,54 - 10
176,24,12/08/2023 05:00,Barlow Park,Rabbitohs,Dragons,26 - 14
177,24,12/08/2023 07:30,FMG Stadium Waikato,Wests Tigers,Warriors,22 - 30
178,24,12/08/2023 09:35,Allianz Stadium,Roosters,Dolphins,30 - 14
179,24,13/08/2023 04:00,AAMI Park,Storm,Raiders,48 - 2
180,24,13/08/2023 06:05,McDonald Jones Stadium,Knights,Bulldogs,42 - 6
181,25,17/08/2023 09:50,Queensland Country Bank Stadium,Cowboys,Sharks,12 - 32
182,25,18/08/2023 08:00,Mt Smart Stadium,Warriors,Sea Eagles,29 - 22
183,25,18/08/2023 10:00,CommBank Stadium,Eels,Roosters,12 - 34
184,25,19/08/2023 05:00,CommBank Stadium,Wests Tigers,Dolphins,
185,25,19/08/2023 07:30,Cbus Super Stadium,Titans,Panthers,
186,25,19/08/2023 09:35,WIN Stadium,Dragons,Storm,
187,25,20/08/2023 04:00,McDonald Jones Stadium,Knights,Rabbitohs,
188,25,20/08/2023 06:05,GIO Stadium,Raiders,Bulldogs,
189,26,24/08/2023 09:50,BlueBet Stadium,Panthers,Eels,
190,26,25/08/2023 08:00,Mt Smart Stadium,Warriors,Dragons,
191,26,25/08/2023 10:00,Suncorp Stadium,Dolphins,Cowboys,
192,26,26/08/2023 05:00,AAMI Park,Storm,Titans,
193,26,26/08/2023 07:30,Allianz Stadium,Roosters,Wests Tigers,
194,26,26/08/2023 09:35,GIO Stadium,Raiders,Broncos,
195,26,27/08/2023 04:00,Accor Stadium,Bulldogs,Sea Eagles,
196,26,27/08/2023 06:05,McDonald Jones Stadium,Knights,Sharks,
197,27,31/08/2023 09:50,Suncorp Stadium,Broncos,Storm,
198,27,01/09/2023 08:00,4 Pines Park,Sea Eagles,Wests Tigers,
199,27,01/09/2023 10:00,Accor Stadium,Rabbitohs,Roosters,
200,27,02/09/2023 05:00,Suncorp Stadium,Dolphins,Warriors,
201,27,02/09/2023 07:30,BlueBet Stadium,Panthers,Cowboys,
202,27,02/09/2023 09:35,Netstrata Jubilee Stadium,Dragons,Knights,
203,27,03/09/2023 04:00,Cbus Super Stadium,Titans,Bulldogs,
204,27,03/09/2023 06:05,PointsBet Stadium,Sharks,Raiders,
