Match Number,Round Number,Date,Location,Home Team,Away Team,Result
46,9,21/04/2023 09:35,AAMI Park,Rebels,Crusaders,
47,9,22/04/2023 07:05,Eden Park,Blues,NSW Waratahs,
48,9,22/04/2023 09:35,HBF Park,Western Force,Highlanders,
49,10,28/04/2023 07:05,Sky Stadium,Hurricanes,Brumbies,
50,10,28/04/2023 09:35,Allianz Stadium,NSW Waratahs,Highlanders,
51,10,29/04/2023 02:05,Churchill Park,Fijian Drua,Blues,
52,10,29/04/2023 04:35,Mt Smart Stadium,Moana Pasifika,Rebels,
53,10,29/04/2023 07:05,FMG Stadium Waikato,Chiefs,Crusaders,
54,10,29/04/2023 09:35,Suncorp Stadium,Queensland Reds,Western Force,
55,11,05/05/2023 07:05,Forsyth Barr Stadium,Highlanders,Chiefs,
56,11,06/05/2023 02:05,HFC Bank Stadium,Fijian Drua,Hurricanes,
57,11,06/05/2023 04:35,Orangetheory Stadium,Crusaders,Western Force,
58,11,06/05/2023 07:05,Eden Park,Blues,Moana Pasifika,
59,11,06/05/2023 09:35,Queensland Country Bank Stadium,Queensland Reds,NSW Waratahs,
60,11,07/05/2023 04:35,AAMI Park,Rebels,Brumbies,
61,12,12/05/2023 07:05,Yarrow Stadium,Chiefs,Queensland Reds,
62,12,12/05/2023 09:35,HBF Park,Western Force,Fijian Drua,
63,12,13/05/2023 04:35,Sky Stadium,Hurricanes,Moana Pasifika,
64,12,13/05/2023 07:05,Orangetheory Stadium,Crusaders,Blues,
65,12,13/05/2023 09:35,Allianz Stadium,NSW Waratahs,Rebels,
66,12,14/05/2023 04:35,GIO Stadium,Brumbies,Highlanders,
67,13,19/05/2023 07:05,Mt Smart Stadium,Moana Pasifika,Crusaders,
68,13,19/05/2023 09:35,Suncorp Stadium,Queensland Reds,Blues,
69,13,20/05/2023 04:35,Forsyth Barr Stadium,Highlanders,Rebels,
70,13,20/05/2023 07:05,FMG Stadium Waikato,Chiefs,Hurricanes,
71,13,20/05/2023 09:35,Allianz Stadium,NSW Waratahs,Fijian Drua,
72,13,20/05/2023 12:00,HBF Park,Western Force,Brumbies,
73,14,26/05/2023 07:05,Forsyth Barr Stadium,Highlanders,Queensland Reds,
74,14,26/05/2023 09:35,AAMI Park,Rebels,Western Force,
75,14,27/05/2023 02:05,Churchill Park,Fijian Drua,Moana Pasifika,
76,14,27/05/2023 04:35,Orangetheory Stadium,Crusaders,NSW Waratahs,
77,14,27/05/2023 07:05,Eden Park,Blues,Hurricanes,
78,14,27/05/2023 09:35,GIO Stadium,Brumbies,Chiefs,
79,15,02/06/2023 07:05,Eden Park,Blues,Highlanders,
80,15,02/06/2023 09:35,GIO Stadium,Brumbies,Rebels,
81,15,03/06/2023 04:35,HFC Bank Stadium,Fijian Drua,Queensland Reds,
82,15,03/06/2023 07:05,Sky Stadium,Hurricanes,Crusaders,
83,15,03/06/2023 09:35,Allianz Stadium,NSW Waratahs,Moana Pasifika,
84,15,03/06/2023 12:00,HBF Park,Western Force,Chiefs,
85,Quarter Finals,09/06/2023 07:05,TBA,To be announced,To be announced,
86,Quarter Finals,09/06/2023 07:05,TBA,To be announced,To be announced,
87,Quarter Finals,09/06/2023 07:05,TBA,To be announced,To be announced,
88,Quarter Finals,09/06/2023 07:05,TBA,To be announced,To be announced,
89,Semi Finals,16/06/2023 07:05,TBA,To be announced,To be announced,
90,Semi Finals,16/06/2023 07:05,TBA,To be announced,To be announced,
91,Final,24/06/2023 07:05,TBA,To be announced,To be announced,
