Match Number,Round Number,Date,Location,Home Team,Away Team,Result
72,12,05/05/2018 23:05,DHL Newlands,Stormers,Bulls,29 - 17
73,12,06/05/2018 01:15,Kings Park Stadium,Sharks,Highlanders,38 - 12
74,13,11/05/2018 17:35,Eden Park,Blues,Hurricanes,15 - 36
75,13,12/05/2018 13:05,Prince Chichibu Memorial Stadium,Sunwolves,Reds,63 - 28
76,13,12/05/2018 15:15,AMI Stadium,Crusaders,Waratahs,31 - 29
77,13,12/05/2018 17:35,Forsyth Barr Stadium,Highlanders,Lions,39 - 27
78,13,12/05/2018 19:45,GIO Stadium,Brumbies,Rebels,24 - 27
79,13,12/05/2018 23:05,DHL Newlands,Stormers,Chiefs,9 - 15
80,13,13/05/2018 01:15,Loftus Versfeld,Bulls,Sharks,39 - 33
81,14,18/05/2018 17:35,Westpac Stadium,Hurricanes,Reds,38 - 34
82,14,19/05/2018 15:15,Mong Kok Stadium,Sunwolves,Stormers,26 - 23
83,14,19/05/2018 17:35,Eden Park,Blues,Crusaders,24 - 32
84,14,19/05/2018 19:45,Allianz Stadium,Waratahs,Highlanders,41 - 12
85,14,19/05/2018 23:05,Kings Park Stadium,Sharks,Chiefs,28 - 24
86,14,20/05/2018 01:15,Emirates Airlines Park,Lions,Brumbies,42 - 24
87,14,20/05/2018 07:40,Estadio Jose Amalfitani,Jaguares,Bulls,54 - 24
88,15,25/05/2018 17:35,AMI Stadium,Crusaders,Hurricanes,24 - 13
89,15,25/05/2018 19:45,AAMI Park,Rebels,Sunwolves,40 - 13
90,15,26/05/2018 05:40,Estadio Jose Amalfitani,Jaguares,Sharks,29 - 13
91,15,26/05/2018 17:35,FMG Stadium Waikato,Chiefs,Waratahs,39 - 27
92,15,26/05/2018 19:45,Suncorp Stadium,Reds,Highlanders,15 - 18
93,15,26/05/2018 23:05,Loftus Versfeld,Bulls,Brumbies,28 - 38
94,15,27/05/2018 01:15,DHL Newlands,Stormers,Lions,23 - 26
95,16,01/06/2018 17:35,Forsyth Barr Stadium,Highlanders,Hurricanes,30 - 14
96,16,02/06/2018 15:15,Eden Park,Blues,Rebels,10 - 20
97,16,02/06/2018 17:35,FMG Stadium Waikato,Chiefs,Crusaders,20 - 34
98,16,02/06/2018 19:45,Suncorp Stadium,Reds,Waratahs,41 - 52
99,16,03/06/2018 16:05,GIO Stadium,Brumbies,Sunwolves,41 - 31
100,17,29/06/2018 17:35,Eden Park,Blues,Reds,39 - 16
101,17,29/06/2018 19:45,AAMI Park,Rebels,Waratahs,26 - 31
102,17,30/06/2018 17:35,"ANZ National Stadium, Suva",Highlanders,Chiefs,22 - 45
103,17,30/06/2018 19:45,GIO Stadium,Brumbies,Hurricanes,24 - 12
104,17,30/06/2018 21:55,Singapore National Stadium,Sunwolves,Bulls,42 - 37
105,17,01/07/2018 01:15,Kings Park Stadium,Sharks,Lions,31 - 24
106,17,01/07/2018 03:40,Estadio Jose Amalfitani,Jaguares,Stormers,25 - 14
107,18,06/07/2018 17:35,AMI Stadium,Crusaders,Highlanders,45 - 22
108,18,06/07/2018 19:45,Suncorp Stadium,Reds,Rebels,37 - 23
109,18,07/07/2018 15:15,FMG Stadium Waikato,Chiefs,Brumbies,24 - 19
110,18,07/07/2018 17:35,Westpac Stadium,Hurricanes,Blues,42 - 24
111,18,07/07/2018 19:45,Allianz Stadium,Waratahs,Sunwolves,77 - 25
112,18,07/07/2018 23:05,Loftus Versfeld,Bulls,Jaguares,43 - 34
113,18,08/07/2018 01:15,DHL Newlands,Stormers,Sharks,27 - 16
114,19,13/07/2018 17:35,FMG Stadium Waikato,Chiefs,Hurricanes,28 - 24
115,19,13/07/2018 19:45,Suncorp Stadium,Reds,Sunwolves,48 - 27
116,19,14/07/2018 15:15,Forsyth Barr Stadium,Highlanders,Rebels,43 - 37
117,19,14/07/2018 17:35,AMI Stadium,Crusaders,Blues,54 - 17
118,19,14/07/2018 19:45,Allianz Stadium,Waratahs,Brumbies,31 - 40
119,19,14/07/2018 23:05,Emirates Airlines Park,Lions,Bulls,38 - 12
120,19,15/07/2018 01:15,Kings Park Stadium,Sharks,Jaguares,20 - 10
