Match Number,Round Number,Date,Location,Home Team,Away Team,Result
69,15,22/05/2026 09:35,Allianz Stadium,NSW Waratahs,ACT Brumbies,
70,15,23/05/2026 04:35,North Harbour Stadium,Moana Pasifika,Queensland Reds,
71,15,23/05/2026 07:05,Sky Stadium,Hurricanes,Highlanders,
72,15,23/05/2026 09:35,HBF Park,Western Force,Fijian Drua,
73,16,29/05/2026 07:05,One NZ Stadium,Crusaders,Hurricanes,
74,16,29/05/2026 09:35,Suncorp Stadium,Queensland Reds,Fijian Drua,
75,16,30/05/2026 04:35,GIO Stadium,ACT Brumbies,Moana Pasifika,
76,16,30/05/2026 07:05,FMG Stadium Waikato,Chiefs,Blues,
77,16,30/05/2026 09:35,HBF Park,Western Force,NSW Waratahs,
78,Qualifying Finals,05/06/2026 00:00,TBA,To be announced,To be announced,
79,Qualifying Finals,05/06/2026 00:00,TBA,To be announced,To be announced,
80,Qualifying Finals,05/06/2026 00:00,TBA,To be announced,To be announced,
81,Semi Finals,12/06/2026 00:00,TBA,To be announced,To be announced,
82,Semi Finals,12/06/2026 00:00,TBA,To be announced,To be announced,
83,Grand Final,20/06/2026 00:00,TBA,To be announced,To be announced,
